code,name,description,refreshed_at,from_date,to_date
C02_EMMISSIONS_CHN,Carbon Dioxide (CO2) Emmissions - China,"Carbon Dioxide (CO2) Emmissions - China. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_COL,Carbon Dioxide (CO2) Emmissions - Colombia,"Carbon Dioxide (CO2) Emmissions - Colombia. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_CYP,Carbon Dioxide (CO2) Emmissions - Cyprus,"Carbon Dioxide (CO2) Emmissions - Cyprus. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_CZE,Carbon Dioxide (CO2) Emmissions - Czech Republic,"Carbon Dioxide (CO2) Emmissions - Czech Republic. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_DEU,Carbon Dioxide (CO2) Emmissions - Germany,"Carbon Dioxide (CO2) Emmissions - Germany. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_DNK,Carbon Dioxide (CO2) Emmissions - Denmark,"Carbon Dioxide (CO2) Emmissions - Denmark. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_DZA,Carbon Dioxide (CO2) Emmissions - Algeria,"Carbon Dioxide (CO2) Emmissions - Algeria. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_ECU,Carbon Dioxide (CO2) Emmissions - Ecuador,"Carbon Dioxide (CO2) Emmissions - Ecuador. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_EGY,Carbon Dioxide (CO2) Emmissions - Egypt,"Carbon Dioxide (CO2) Emmissions - Egypt. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_ESP,Carbon Dioxide (CO2) Emmissions - Spain,"Carbon Dioxide (CO2) Emmissions - Spain. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_EST,Carbon Dioxide (CO2) Emmissions - Estonia,"Carbon Dioxide (CO2) Emmissions - Estonia. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1985,31-12-2019
C02_EMMISSIONS_EUR,Carbon Dioxide (CO2) Emmissions - Total Europe,"Carbon Dioxide (CO2) Emmissions - Total Europe. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_FIN,Carbon Dioxide (CO2) Emmissions - Finland,"Carbon Dioxide (CO2) Emmissions - Finland. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_FRA,Carbon Dioxide (CO2) Emmissions - France,"Carbon Dioxide (CO2) Emmissions - France. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_GBR,Carbon Dioxide (CO2) Emmissions - United Kingdom,"Carbon Dioxide (CO2) Emmissions - United Kingdom. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_GRC,Carbon Dioxide (CO2) Emmissions - Greece,"Carbon Dioxide (CO2) Emmissions - Greece. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_HKG,Carbon Dioxide (CO2) Emmissions - China Hong Kong SAR,"Carbon Dioxide (CO2) Emmissions - China Hong Kong SAR. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
C02_EMMISSIONS_HRV,Carbon Dioxide (CO2) Emmissions - Croatia,"Carbon Dioxide (CO2) Emmissions - Croatia. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1990,31-12-2019
C02_EMMISSIONS_HUN,Carbon Dioxide (CO2) Emmissions - Hungary,"Carbon Dioxide (CO2) Emmissions - Hungary. Million Tonnes of carbon dioxide. Carbon emissions reflect only those through consumption of oil, gas and coal, and are based on standard global average conversion factors. This does not allow for any carbon that is sequestered, for other sources of carbon emissions, or for emissions of other greenhouse gases. The data is therefore not comparable to official national emissions data. The table is compiled on the basis of carbon content: oil - 73,300 kg CO2 per TJ (3.07 tonnes per tonne of oil equivalent); natural gas - 56,100 kg CO2 per TJ (2.35 tonnes per tonne of oil equivalent); coal - 94,600 kg CO2 per TJ (3.96 tonnes per tonne of oil equivalent).",22-05-2021 04:00,31-12-1965,31-12-2019
